,Num Nodes,Inhib Message Size,Inhib Wait Time (us),Inhib Comm Sparsity,Inhib App Time Average Mean,Inhib App Time Average Median,Inhib App Time Average Std,Inhib MPI Time Average Mean,Inhib MPI Time Average Median,Inhib MPI Time Average Std,Inhib Total Messages Sent Mean,Inhib Total Messages Sent Median,Inhib Total Messages Sent Std,Inhib Total Bytes Sent Mean,Inhib Total Bytes Sent Median,Inhib Total Bytes Sent Std
22,8,500,50000,0.01,360.0,360.0,0.0,1.5670145089285714,1.5496093750000002,0.10470840799026486,15967840.0,15967840.0,3879.793808954285,6402800000.0,6402800000.0,0.0
23,8,500,50000,0.05,360.0,360.0,0.0,2.464553571428571,2.423560267857143,0.12845495949282568,73181584.0,73189312.0,24347.40210645423,35012700000.0,35012700000.0,0.0
24,8,1000,5000,0.01,360.0,360.0,0.0,7.124056919642857,7.120546875,0.26031093072917055,153992160.0,153992160.0,103824.26177600943,123123000000.0,123123000000.0,0.0
25,8,1000,5000,0.05,360.0,360.0,0.0,16.440457589285714,16.33504464285714,1.4235680421684094,680950144.0,681176832.0,2799921.222571822,651368500000.0,651618500000.0,2754329985.0719895
26,8,1000,10000,0.01,360.0,360.0,0.0,9.091199776785714,9.191674107142855,0.35510952352045777,76645520.0,76625920.0,83038.76685018813,61386325000.0,61361300000.0,50050000.00000063
27,8,1000,10000,0.05,360.0,360.0,0.0,12.476841517857142,12.464732142857143,0.8822970448069252,346992352.0,347012960.0,911908.8512111981,332060350000.0,332060350000.0,816619056.4353266
28,8,1000,25000,0.01,360.0,360.0,0.0,3.005848214285714,2.8993526785714288,0.28095108300402605,31643920.0,31655680.0,28178.63020091644,25325300000.0,25325300000.0,0.0
29,8,1000,25000,0.05,360.0,360.0,0.0,5.215396205357143,5.263560267857143,0.2764386633364674,144292064.0,144276608.0,113655.81351900424,138025100000.0,138025100000.0,0.0
30,8,1000,50000,0.01,360.0,360.0,0.0,1.493510044642857,1.4622433035714286,0.15920244841523887,15970640.0,15972320.0,7623.6823998207365,12812800000.0,12812800000.0,0.0
31,8,1000,50000,0.05,360.0,360.0,0.0,2.576004464285714,2.573794642857143,0.05019850251831013,73153248.0,73153248.0,5949.017173729904,70012700000.0,70012700000.0,0.0
32,8,2000,0,0.1,360.0,360.0,0.0,254.69587053571428,256.48772321428567,4.224642904553938,8360619232.0,8207929408.0,368078374.9190194,16375727250000.0,16100714000000.0,689838786259.2125
33,8,2000,0,0.3,360.0,360.0,0.0,352.89174107142856,352.97321428571433,1.0345935990933173,745642800.0,745355520.0,107447520.162967,1480022100000.0,1480022100000.0,212919452712.83536
34,8,2000,0,0.5,360.0,360.0,0.0,357.00390625,356.9609375,0.7712268922291204,368827200.0,369028800.0,83593207.63985552,734256555000.0,734506560000.0,166679570070.47455
35,8,2000,0,0.7,360.0,360.0,0.0,357.3013392857143,357.35044642857144,0.21048527203796222,352172352.0,354212096.0,16585978.476921597,702254485000.0,706504510000.0,33029236191.241737
36,8,2000,0,1.0,360.0,360.0,0.0,356.72433035714283,356.7388392857143,0.037550455002833,434172928.0,434122752.0,663133.6294252236,866503875000.0,866503875000.0,1290999612.7161746
37,8,2000,100,0.1,360.0,360.0,0.0,228.265625,214.15625,31.179050623942576,6597713024.0,7274685824.0,1527171579.9665844,12918073500000.0,14250632500000.0,2995333203667.1646
38,8,2000,100,0.3,360.0,360.0,0.0,351.72265625,351.3772321428571,1.2824606118534698,695368800.0,724368960.0,98135386.72500965,1382520625000.0,1440021500000.0,195344497000.81775
39,8,2000,100,0.5,360.0,360.0,0.0,354.98046875,355.0825892857143,0.6840765271665269,524210400.0,506318400.0,55476611.91096659,1043009310000.0,1008009005000.0,108990262627.45155
40,8,2000,100,0.7,360.0,360.0,0.0,356.7126116071429,356.73549107142856,0.058672530655551766,350871136.0,350906304.0,10490129.64494046,699254470000.0,699504470000.0,20902686271.182148
41,8,2000,100,1.0,360.0,360.0,0.0,356.38616071428567,356.38058035714283,0.097620635512633,428804096.0,432617472.0,7832600.565787079,855753830000.0,863503865000.0,15840422763.889008
42,8,2000,1000,0.1,360.0,360.0,0.0,108.51227678571429,107.68973214285714,3.2250880300139544,3956133216.0,3966772096.0,50547312.52419984,7740344000000.0,7760345000000.0,98323751050.63193
43,8,2000,1000,0.3,360.0,360.0,0.0,341.67075892857144,341.6595982142857,1.6259977191218014,680218560.0,677738880.0,59965383.71923588,1350020150000.0,1345020050000.0,120279239008.69177
44,8,2000,1000,0.5,360.0,360.0,0.0,351.64453125,351.46205357142856,0.9343295579552299,440370000.0,451684800.0,52929207.199050315,876507830000.0,899008030000.0,105422319778.8593
45,8,2000,1000,0.7,360.0,360.0,0.0,353.9486607142857,353.6696428571429,0.5973974967579301,371479584.0,389239424.0,38195038.556709744,740754732500.0,776004960000.0,75931927333.45062
46,8,2000,1000,1.0,360.0,360.0,0.0,354.1958705357143,354.2243303571429,0.11545991328733503,429255680.0,429205504.0,192159.45023513067,856503830000.0,856503830000.0,577350269.1896257
47,8,2000,10000,0.1,360.0,360.0,0.0,23.06227678571429,22.931138392857143,0.925704404496747,666277248.0,666462720.0,1857541.9125227474,1302557925000.0,1300057950000.0,5000116668.222165
48,8,2000,10000,0.3,360.0,360.0,0.0,272.61941964285717,273.421875,7.623863260553982,493547040.0,488617920.0,43945660.29151911,978764625000.0,968514500000.0,86192452212.06534
