,App,Num Nodes,Inhib Message Size,Inhib Wait Time (us),Inhib Comm Sparsity,App Time Average Mean,App Time Average Median,App Time Average Std,MPI Time Average Mean,MPI Time Average Median,MPI Time Average Std,Total Messages Sent Mean,Total Messages Sent Median,Total Messages Sent Std,Inhib App Time Average Mean,Inhib App Time Average Median,Inhib App Time Average Std,Inhib MPI Time Average Mean,Inhib MPI Time Average Median,Inhib MPI Time Average Std,Inhib Total Messages Sent Mean,Inhib Total Messages Sent Median,Inhib Total Messages Sent Std
13,amg,8,2000,10000,0.3,344.75,344.5,4.112987559751022,15.516138392857144,15.394899553571427,4.046362466518034,106441449.0,106441449.0,0.0,344.0,343.0,2.0,272.16517857142856,270.57700892857144,9.96723263381007,407602272.0,422084992.0,57896880.402103044
14,amg,8,2000,10000,0.5,344.7083333333333,344.0,4.1085530705265665,14.932767857142858,15.305647321428571,3.7503681410096625,106441449.0,106441449.0,0.0,343.0,343.0,0.0,303.36309523809524,305.0,11.553814290866717,367555925.3333333,353439744.0,107571789.54814808
15,amg,8,2000,10000,0.7,342.75,341.0,3.499999999999995,13.042957589285713,11.38767857142857,3.466250125079612,106441449.0,106441449.0,0.0,343.0,343.0,0.0,319.88392857142856,320.0747767857143,0.8081734130239145,291069968.0,288580992.0,9735474.715742625
16,amg,8,2000,10000,1.0,344.25,345.0,2.21735578260834,14.71212611607143,15.58822544642857,2.5840320000360966,106441449.0,106441449.0,0.0,343.0,343.0,0.0,318.1311383928571,317.0290178571429,2.223754607049892,438060000.0,457184448.0,40173004.06420053
17,amg,8,2000,100000,0.1,341.25,341.5,0.9574271077563381,11.637014508928573,11.896841517857142,0.778548593862037,106441449.0,106441449.0,0.0,343.0,343.0,0.0,4.560580357142857,4.692321428571429,0.43356825685766215,67969440.0,67949280.0,81475.66998803998
18,amg,8,2000,100000,0.3,341.3333333333333,342.0,1.1547005383792557,12.090148809523809,12.624174107142855,1.1316209039705822,106441449.0,106441449.0,0.0,343.0,343.0,0.0,97.20037202380952,91.8515625,14.952359318299601,146658176.0,149899904.0,9031973.50634201
19,amg,8,2000,100000,0.5,342.25,343.0,1.5,13.009581473214286,13.746819196428572,1.835554411325305,106441449.0,106441449.0,0.0,343.0,343.0,0.0,151.75,138.5,27.5121185419565,190543360.0,203814912.0,27556249.286196165
20,amg,8,2000,100000,0.7,342.25,342.5,2.0615528128088223,12.910714285714285,12.95478794642857,1.933599482787146,106441449.0,106441449.0,0.0,343.0,343.0,0.0,204.0,203.0,22.000000000000004,192843056.0,194280352.0,30746570.218713377
21,amg,8,2000,100000,1.0,343.0,343.5,2.1602468994692847,13.634832589285715,14.216305803571426,2.2050867377556806,106441449.0,106441449.0,0.0,343.0,343.0,0.0,213.01729910714286,210.0,14.336658880763942,256878384.0,263036256.0,28534137.72843469
22,amg,8,2000,1000000,0.1,342.75,341.5,3.593976442141304,13.139123883928571,11.569430803571429,4.017757825507564,106441449.0,106441449.0,0.0,344.0,344.0,0.0,0.6566160714285714,0.6612154017857143,0.21356187852071576,6914880.0,6914880.0,0.0
23,amg,8,2000,1000000,0.3,341.1897321428571,341.0,1.4082893376072911,11.299185267857142,11.324497767857142,1.3399411829173646,106441449.0,106441449.0,0.0,344.0,344.0,0.0,17.32589285714286,16.516406250000003,2.5734692875263585,19585440.0,19630464.0,141850.0818375985
24,amg,8,2000,1000000,0.5,341.75,342.0,0.4999999999999952,12.01739955357143,12.307321428571429,0.626722539524801,106441449.0,106441449.0,0.0,343.5,343.5,0.5773502691896257,38.45959821428571,35.35011160714286,12.951612371727178,30582272.0,30908416.0,1324684.4115758291
25,amg,8,2000,1000000,0.7,341.5,341.5,1.2909944487358056,11.708705357142858,11.835457589285713,0.9843841757009455,106441449.0,106441449.0,0.0,343.75,344.0,0.5,54.589118303571425,55.196540178571425,12.367498358899663,40489680.0,40384512.0,1703495.5723867717
26,amg,8,2000,1000000,1.0,341.55970982142856,342.0,1.045884384785543,12.130625000000002,12.341796875000002,0.9968190170915453,106441449.0,106441449.0,0.0,343.5,343.5,0.5773502691896257,63.49202008928572,64.24308035714284,8.651684647947022,56021616.0,55871424.0,1710011.1438233377
27,amg,8,4000,0,0.3,349.0,350.0,5.5677643628300215,18.7786755952381,19.722321428571433,4.923497365092859,106441449.0,106441449.0,0.0,343.0,343.0,0.0,338.0706845238095,338.3950892857143,1.9489270361565247,644183381.3333334,627454464.0,338530435.4429038
28,amg,8,4000,0,0.5,344.75,342.0,5.500000000000004,14.886467633928572,12.950301339285714,4.086888482838728,106441449.0,106441449.0,0.0,343.0,343.0,0.0,338.79296875,339.34375,1.1796297768235686,499828224.0,363123712.0,274514033.23471254
29,amg,8,4000,0,0.7,346.7008928571429,346.9017857142857,4.975009293909892,16.76989955357143,16.84112723214286,4.315610963688555,106441449.0,106441449.0,0.0,343.0,343.0,0.0,338.52455357142856,338.76450892857144,1.2257709746748864,543227776.0,524367648.0,245234444.48156425
30,amg,8,4000,0,1.0,345.6666666666667,342.0,6.3508529610858755,15.779672619047616,12.665625,5.487360724527632,106441449.0,106441449.0,0.0,343.0,343.0,0.0,338.6651785714286,339.078125,0.7739615378386233,545497344.0,420737856.0,227631885.75344402
31,amg,8,4000,100,0.1,343.0,343.0,,14.307366071428572,14.307366071428572,,106441449.0,106441449.0,,343.0,343.0,,274.11160714285717,274.11160714285717,,3018839040.0,3018839040.0,
32,amg,8,4000,100,0.3,342.0,342.0,1.4142135623730951,12.703225446428572,12.703225446428572,2.110445420072199,106441449.0,106441449.0,0.0,343.0,343.0,0.0,334.94977678571433,334.94977678571433,2.0629208995777035,618929920.0,618929920.0,204094956.85762146
33,amg,8,4000,100,0.5,354.0,354.0,1.0,23.118973214285717,22.732812499999998,0.936939564629361,106441449.0,106441449.0,0.0,343.0,343.0,0.0,335.2686011904762,335.1830357142857,0.4316316369362414,959766528.0,946219008.0,41579528.51126622
34,amg,8,4000,100,0.7,343.75,344.0,2.061552812808836,15.23279017857143,15.696986607142858,2.1311094356674936,106441449.0,106441449.0,0.0,343.0,343.0,0.0,338.10044642857144,338.3470982142857,0.6954477410896834,447244448.0,418077856.0,80449194.5283132
35,amg,8,4000,100,1.0,358.5,354.5,9.036961141150634,28.096261160714285,24.33113839285714,8.332770369300748,106441449.0,106441449.0,0.0,344.25,343.0,2.499999999999995,337.84375,337.6852678571429,2.0378954936784166,793063824.0,888035232.0,251481586.59172967
36,amg,8,4000,1000,0.1,362.5,362.5,0.7071067811865476,27.107745535714287,27.107745535714287,0.6567254230270029,106441449.0,106441449.0,0.0,343.0,343.0,0.0,216.91294642857144,216.91294642857144,0.1294257947707477,2001565440.0,2001565440.0,2822543.996326718
37,amg,8,4000,1000,0.3,347.75,347.0,7.88986691902975,16.85728794642857,16.302265625,6.252798791774948,106441449.0,106441449.0,0.0,343.0,343.0,0.0,323.4748883928571,324.5100446428571,11.059022483313436,745882592.0,706726720.0,470087708.283632
38,amg,8,4000,1000,0.5,344.0,341.0,6.0,14.205636160714285,11.723727678571429,5.143580714450529,106441449.0,106441449.0,0.0,343.0,343.0,0.0,332.56640625,335.22321428571433,5.730877829357421,517991936.0,361919488.0,332622920.75006926
39,amg,8,4000,1000,0.7,354.5,352.0,14.247806848775015,24.879207589285713,21.873102678571428,14.259910872792583,106441449.0,106441449.0,0.0,343.0,343.0,0.0,335.7047991071429,337.1953125,3.14152432539157,423546592.0,313050080.0,231359642.465323
40,amg,8,4000,1000,1.0,346.5,346.5,7.7781745930520225,16.139810267857143,16.139810267857143,6.593344576459824,106441449.0,106441449.0,0.0,343.0,343.0,0.0,334.4665178571429,334.4665178571429,3.4881830054068383,658641984.0,658641984.0,342394544.1362231
41,amg,8,4000,10000,0.1,345.5,345.5,6.363961030678928,15.292611607142858,15.292611607142858,5.316748514648459,106441449.0,106441449.0,0.0,343.0,343.0,0.0,54.6859375,54.6859375,2.992576913235927,557807040.0,557807040.0,2565949.087569744
42,amg,8,4000,10000,0.3,362.0,345.5,36.24913792078372,33.225742187499996,15.629095982142854,38.16599704962177,106441449.0,106441449.0,0.0,343.0,343.0,0.0,246.60491071428572,242.92522321428572,43.83181266468627,542103968.0,563010112.0,251641834.5373686
43,amg,8,4000,10000,0.5,348.75,351.0,5.909032633745275,18.530920758928573,20.491808035714286,5.1803212946090715,106441449.0,106441449.0,0.0,343.0,343.0,0.0,269.65848214285717,257.9006696428571,23.98201217753729,672734720.0,784401408.0,226393257.5681276
44,amg,8,4000,10000,0.7,345.9771205357143,345.5,5.799657097706088,15.801841517857142,15.591328125,5.1426817334329815,106441449.0,106441449.0,0.0,343.0,343.0,0.0,301.8208705357143,303.0345982142857,20.103785225053507,512098048.0,497795200.0,258536400.49078092
45,amg,8,4000,10000,1.0,354.75,352.0,13.86542462386205,24.832444196428572,21.302343750000002,14.109977584407108,106441449.0,106441449.0,0.0,345.75,343.0,5.499999999999996,311.9235491071429,309.3537946428571,17.844898087458528,585298224.0,581443296.0,251707234.38573346
46,amg,8,4000,100000,0.1,341.5,341.5,1.2909944487358056,11.987963169642857,12.042020089285714,1.1446215214909852,106441449.0,106441449.0,0.0,343.0,343.0,0.0,6.693978794642858,6.810100446428571,0.7639977984563285,67505760.0,67485600.0,125899.15964771171
47,amg,8,4000,100000,0.3,343.0,343.5,2.160246899469287,13.613895089285714,14.088683035714286,2.2062805389762508,106441449.0,106441449.0,0.0,343.0,343.0,0.0,65.72438616071429,47.86953125,36.56287096144402,165463200.0,176133888.0,21947170.191728197
48,amg,8,4000,100000,0.5,345.5,345.5,0.577350269189634,15.604994419642857,15.457120535714285,0.7206496838651942,106441449.0,106441449.0,0.0,343.0,343.0,0.0,82.46422991071428,80.0603794642857,5.094193987887965,259234304.0,261617664.0,5117214.064447179
49,amg,8,4000,100000,0.7,341.75,340.0,3.5,12.298627232142858,10.831785714285715,3.344531862926149,106441449.0,106441449.0,0.0,343.0,343.0,0.0,196.84709821428572,215.6875,39.92588641534089,202132896.0,176051232.0,55435674.55688815
50,amg,8,4000,100000,1.0,349.0,346.5,5.354126134736342,19.18126674107143,16.926685267857145,5.020537560324515,106441449.0,106441449.0,0.0,343.0,343.0,0.0,153.35212053571428,152.64955357142856,7.169641785779074,374228400.0,375780384.0,14232154.14300337
