,Num Nodes,App A,App B,Run Iteration,App A Time Average,App B Time Average,App A MPI Time Average,App B MPI Time Average,App A Total Messages Sent,App B Total Messages Sent,App A Total Bytes Sent,App B Total Bytes Sent
216,8,lammps,quicksilver,2,351.0,306.0,15.145825892857143,144.42107142857142,457408,762710,670420822000.0,160110400.0
217,1,lammps,fiesta,3,267.0,297.76785714285717,3.9251785714285714,38.30714285714286,44688,67200,72722088150.0,170600000000.0
218,8,fiesta,amg,2,361.85044642857144,341.0,87.28794642857143,12.01404017857143,645120,106441449,1640000000000.0,1008232000000.0
219,8,minivite,quicksilver,3,371.0,299.50223214285717,53.215178571428574,138.08558035714285,24089720,762710,1134700459640.0,160110400.0
220,8,kripke,kripke,1,354.0,353.0,17.056696428571428,16.43236607142857,302720,302720,388038679360.0,0.0
221,1,beatnik,beatnik,0,378.82142857142856,369.8392857142857,84.325,82.46964285714286,375894,375894,1305996005380.0,0.0
222,8,minivite,fiesta,1,373.0,354.37276785714283,55.13437500000001,67.24843750000001,24089720,645120,1134700459640.0,1640000000000.0
223,1,minife,lammps,1,385.0,273.0,10.903214285714284,3.6671428571428573,637048,44688,40726202806.0,72722088150.0
224,8,minife,minivite,1,384.0,370.0,13.480178571428572,50.651562500000004,6788000,24089720,382248662610.0,1134700459640.0
225,8,lammps,amg,1,357.0,340.0,22.049910714285716,11.038303571428571,457408,106441449,670420822000.0,1008232000000.0
226,8,beatnik,minife,0,408.2455357142857,388.0,116.38839285714286,17.2259375,19996182,6788000,10926550043000.0,382248662610.0
227,8,amg,laghos,2,345.0,366.0,15.834375,92.51830357142856,106441449,801311390,1008232000000.0,633722271800.0
228,8,quicksilver,quicksilver,3,302.0,291.0,140.91758928571429,130.07375,762710,762710,160110400.0,0.0
229,8,laghos,kripke,0,336.0,354.0,61.318526785714276,17.063839285714288,801311390,302720,633722271800.0,388038679360.0
230,8,tricount,minivite,3,397.0,385.0,223.56473214285714,66.31406249999999,7120960,24089720,10200000956600.0,1134700459640.0
231,8,tricount,lammps,0,400.0,352.0,226.06919642857142,18.387120535714285,7120960,457408,10200000956600.0,670420822000.0
232,8,amg,quicksilver,2,342.0,290.08035714285717,13.756674107142857,129.45419642857144,106441449,762710,1008232000000.0,160110400.0
233,1,tricount,lammps,0,281.0,280.0,50.425,6.001607142857142,243320,44688,2510000237640.0,72722088150.0
234,8,beatnik,laghos,3,419.46875,386.0,125.22991071428571,113.30580357142857,19996182,801311390,10926550043000.0,633722271800.0
235,1,lammps,lammps,2,266.0,261.0,4.261964285714286,3.625,44688,44688,72722088150.0,0.0
236,1,minife,minivite,1,384.0,441.0,11.015714285714287,27.879107142857144,637048,747720,40726202806.0,143780111184.0
237,8,minife,tricount,0,393.0,393.0,23.293303571428574,219.86383928571428,6788000,7120960,382248662610.0,10200000956600.0
238,8,tricount,kripke,0,390.0,357.0,215.93303571428572,18.949107142857144,7120960,302720,10200000956600.0,388038679360.0
239,1,tricount,lammps,3,280.0,265.0,49.716071428571425,6.2491071428571425,243320,44688,2510000237640.0,72722088150.0
240,8,lammps,lammps,1,353.0,352.0,15.002120535714285,14.707946428571429,457408,457408,670420822000.0,0.0
241,8,beatnik,quicksilver,0,415.9732142857143,297.0,122.546875,135.11645089285713,19996182,762710,10926550043000.0,160110400.0
242,8,fiesta,fiesta,0,356.21875,352.9419642857143,58.64129464285714,55.261830357142856,645120,645120,1640000000000.0,0.0
243,8,minivite,quicksilver,2,369.0,298.01785714285717,50.86004464285714,137.0153794642857,24089720,762710,1134700459640.0,160110400.0
244,8,kripke,quicksilver,1,354.0,299.0,17.425446428571426,137.91207589285713,302720,762710,388038679360.0,160110400.0
245,8,lammps,kripke,0,346.0,354.0,12.549285714285714,17.04419642857143,457408,302720,670420822000.0,388038679360.0
246,8,minife,minivite,2,388.0,376.0,15.546026785714284,59.19040178571429,6788000,24089720,382248662610.0,1134700459640.0
247,8,minivite,laghos,2,375.0,347.0,54.809151785714285,73.70401785714286,24089720,801311390,1134700459640.0,633722271800.0
248,8,tricount,lammps,1,386.0,352.0,212.38392857142858,18.139910714285715,7120960,457408,10200000956600.0,670420822000.0
249,1,minivite,minivite,2,443.0,443.0,27.65535714285715,28.46642857142857,747720,747720,143780111184.0,0.0
250,8,minife,kripke,3,384.0,354.0,11.918928571428571,16.973660714285717,6788000,302720,382248662610.0,388038679360.0
251,8,tricount,fiesta,3,382.0,357.4955357142857,208.3125,61.122991071428565,7120960,645120,10200000956600.0,1640000000000.0
252,8,amg,kripke,2,345.0,355.0,16.095535714285713,17.881696428571427,106441449,302720,1008232000000.0,388038679360.0
253,1,minivite,minivite,0,445.0,447.0,28.025000000000002,33.25,747720,747720,143780111184.0,0.0
254,8,minife,tricount,2,393.0,389.0,24.4421875,214.32366071428572,6788000,7120960,382248662610.0,10200000956600.0
255,8,lammps,fiesta,1,347.0,353.04464285714283,12.445892857142857,55.73683035714286,457408,645120,670420822000.0,1640000000000.0
256,1,beatnik,lammps,0,369.2142857142857,269.0,82.7464285714286,5.732857142857142,375894,44688,1305996005380.0,72722088150.0
257,8,laghos,laghos,2,315.0,316.0,40.560714285714276,40.964732142857144,801311390,801311390,633722271800.0,0.0
258,8,kripke,quicksilver,3,353.0,297.0,16.820535714285715,135.73883928571428,302720,762710,388038679360.0,160110400.0
259,1,tricount,fiesta,2,282.0,299.2142857142857,51.025,40.75,243320,67200,2510000237640.0,170600000000.0
260,8,amg,amg,0,346.0,341.0,17.645535714285714,11.326674107142859,106441449,106441449,1008232000000.0,0.0
261,1,minivite,lammps,1,448.0,274.0,31.989285714285717,6.609642857142857,747720,44688,143780111184.0,72722088150.0
262,8,lammps,lammps,2,351.0,349.0,15.845625,13.266808035714288,457408,457408,670420822000.0,0.0
263,8,beatnik,quicksilver,1,408.87276785714283,294.0,114.21875,133.19229910714284,19996182,762710,10926550043000.0,160110400.0
264,1,beatnik,minife,1,370.0,384.0,84.65357142857144,10.476071428571428,375894,637048,1305996005380.0,40726202806.0
265,8,minife,minife,2,383.0,383.0,12.669263392857143,12.1915625,6788000,6788000,382248662610.0,0.0
266,1,tricount,minivite,2,280.0,434.0,49.61428571428571,24.25482142857143,243320,747720,2510000237640.0,143780111184.0
267,1,tricount,fiesta,1,282.0,299.48214285714283,51.31964285714286,43.083571428571425,243320,67200,2510000237640.0,170600000000.0
268,1,tricount,fiesta,0,307.0,298.2142857142857,75.19107142857142,37.34589285714286,243320,67200,2510000237640.0,170600000000.0
269,8,tricount,laghos,0,381.0,404.0,207.92633928571428,129.69419642857142,7120960,801311390,10200000956600.0,633722271800.0
270,8,amg,laghos,0,344.0,369.0,16.083370535714288,95.3533482142857,106441449,801311390,1008232000000.0,633722271800.0
271,8,beatnik,amg,0,404.0,344.0,111.47767857142857,17.829910714285713,19996182,106441449,10926550043000.0,1008232000000.0
272,1,beatnik,fiesta,1,373.0,297.625,84.3714285714286,35.12428571428571,375894,67200,1305996005380.0,170600000000.0
273,8,tricount,amg,3,383.0,346.0,209.65848214285714,22.137276785714285,7120960,106441449,10200000956600.0,1008232000000.0
274,1,minife,tricount,1,385.0,281.0,10.796428571428569,50.19642857142857,637048,243320,40726202806.0,2510000237640.0
275,8,tricount,amg,2,388.0,347.0,214.38839285714286,24.10580357142857,7120960,106441449,10200000956600.0,1008232000000.0
276,1,beatnik,lammps,3,362.0,265.0,82.64821428571427,5.999642857142858,375894,44688,1305996005380.0,72722088150.0
277,8,minife,fiesta,2,384.0,355.16964285714283,12.210424107142858,65.44575892857144,6788000,645120,382248662610.0,1640000000000.0
278,8,beatnik,minivite,2,410.0,399.0,117.68303571428571,81.35848214285714,19996182,24089720,10926550043000.0,1134700459640.0
279,8,quicksilver,quicksilver,1,294.0,302.9955357142857,133.02361607142856,141.3019642857143,762710,762710,160110400.0,0.0
280,1,tricount,fiesta,3,280.0,297.5892857142857,49.816071428571426,35.82982142857143,243320,67200,2510000237640.0,170600000000.0
281,1,tricount,tricount,2,290.0,282.0,50.87321428571429,50.676785714285714,243320,243320,2510000237640.0,0.0
282,8,lammps,laghos,3,346.0,315.0,12.168995535714286,40.74933035714285,457408,801311390,670420822000.0,633722271800.0
283,8,beatnik,quicksilver,2,415.0,291.93973214285717,121.75446428571429,130.38720982142857,19996182,762710,10926550043000.0,160110400.0
284,8,amg,quicksilver,1,341.0,297.0,11.459665178571429,136.38348214285716,106441449,762710,1008232000000.0,160110400.0
285,1,tricount,minivite,0,281.0,441.0,50.18035714285715,28.026785714285715,243320,747720,2510000237640.0,143780111184.0
286,1,beatnik,tricount,3,364.0,304.0,84.32857142857142,73.6892857142857,375894,243320,1305996005380.0,2510000237640.0
287,8,tricount,laghos,2,404.0,395.0,230.21651785714286,120.72321428571429,7120960,801311390,10200000956600.0,633722271800.0
288,8,beatnik,fiesta,3,414.0,353.65401785714283,120.14508928571429,59.54732142857143,19996182,645120,10926550043000.0,1640000000000.0
289,8,kripke,kripke,2,355.0,354.0,18.1921875,16.818303571428572,302720,302720,388038679360.0,0.0
290,8,minivite,kripke,3,372.0,354.0,54.160937499999996,17.443080357142858,24089720,302720,1134700459640.0,388038679360.0
291,1,tricount,minivite,3,280.0,437.0,49.228571428571435,23.882142857142856,243320,747720,2510000237640.0,143780111184.0
292,8,minivite,lammps,0,376.0,354.0,56.136160714285715,18.061830357142856,24089720,457408,1134700459640.0,670420822000.0
293,1,minivite,fiesta,1,443.0,297.5892857142857,28.001785714285713,34.97553571428571,747720,67200,143780111184.0,170600000000.0
294,8,minivite,fiesta,3,377.0,363.79910714285717,59.388392857142854,96.70982142857143,24089720,645120,1134700459640.0,1640000000000.0
295,8,fiesta,amg,1,353.6450892857143,344.0,56.131026785714276,14.634553571428572,645120,106441449,1640000000000.0,1008232000000.0
296,1,tricount,minivite,1,282.0,449.0,51.41607142857142,34.785714285714285,243320,747720,2510000237640.0,143780111184.0
297,1,tricount,lammps,2,280.0,269.0,49.82142857142857,6.093214285714287,243320,44688,2510000237640.0,72722088150.0
298,8,tricount,tricount,2,519.0,519.0,345.375,345.60044642857144,7120960,7120960,10200000956600.0,0.0
299,1,minife,minife,3,384.0,383.0,11.070714285714287,9.979464285714286,637048,637048,40726202806.0,0.0
300,8,laghos,laghos,0,321.0,325.0,46.185267857142854,50.447544642857146,801311390,801311390,633722271800.0,0.0
301,8,tricount,quicksilver,1,386.0,290.0,213.27455357142858,128.77102678571427,7120960,762710,10200000956600.0,160110400.0
302,1,beatnik,minivite,3,364.0,441.0,82.86428571428571,27.837500000000002,375894,747720,1305996005380.0,143780111184.0
303,8,beatnik,kripke,1,408.00223214285717,355.0,113.25669642857143,17.94799107142857,19996182,302720,10926550043000.0,388038679360.0
