,Num Nodes,App A,App B,Run Iteration,App A Time Average,App B Time Average,App A MPI Time Average,App B MPI Time Average,App A Total Messages Sent,App B Total Messages Sent,App A Total Bytes Sent,App B Total Bytes Sent
192,8,minife,fiesta,1,384.0,353.1294642857143,12.46060267857143,61.402008928571426,6788000,645120,382248662610.0,1640000000000.0
193,8,minivite,laghos,0,368.0,346.0,50.21986607142857,72.04933035714285,24089720,801311390,1134700459640.0,633722271800.0
194,1,beatnik,fiesta,0,364.0,297.25,83.50178571428572,35.96071428571428,375894,67200,1305996005380.0,170600000000.0
195,8,minife,fiesta,3,384.0,353.00892857142856,12.386584821428572,58.699107142857144,6788000,645120,382248662610.0,1640000000000.0
196,1,lammps,fiesta,2,264.0,296.875,4.04625,33.45107142857143,44688,67200,72722088150.0,170600000000.0
197,8,fiesta,laghos,1,353.10714285714283,333.0,57.39732142857143,58.722544642857144,645120,801311390,1640000000000.0,633722271800.0
198,8,amg,kripke,0,342.0,355.0,12.557299107142857,17.364732142857143,106441449,302720,1008232000000.0,388038679360.0
199,8,tricount,kripke,2,390.0,357.0,215.91071428571428,19.629910714285717,7120960,302720,10200000956600.0,388038679360.0
200,8,tricount,tricount,1,495.0,495.0,321.78125,321.9330357142857,7120960,7120960,10200000956600.0,0.0
201,1,lammps,fiesta,1,266.0,298.1607142857143,4.0753571428571425,37.441071428571426,44688,67200,72722088150.0,170600000000.0
202,1,minife,minife,1,385.0,384.0,11.211428571428572,10.928749999999999,637048,637048,40726202806.0,0.0
203,1,lammps,lammps,1,265.0,260.0,6.325892857142857,3.5430357142857147,44688,44688,72722088150.0,0.0
204,1,tricount,tricount,1,291.0,283.0,51.1892857142857,51.30357142857143,243320,243320,2510000237640.0,0.0
205,8,amg,quicksilver,3,341.0,303.4263392857143,12.464531250000002,142.37316964285716,106441449,762710,1008232000000.0,160110400.0
206,8,minife,quicksilver,2,385.0,292.0,12.665870535714285,131.43147321428572,6788000,762710,382248662610.0,160110400.0
207,8,lammps,lammps,3,349.0,351.0,14.054799107142856,14.772879464285717,457408,457408,670420822000.0,0.0
208,1,tricount,tricount,3,281.0,281.0,49.51607142857142,50.91428571428571,243320,243320,2510000237640.0,0.0
209,8,minife,minife,3,384.0,385.0,11.884776785714285,12.733080357142857,6788000,6788000,382248662610.0,0.0
210,8,amg,quicksilver,0,343.0,295.0,13.548861607142857,133.73464285714286,106441449,762710,1008232000000.0,160110400.0
211,1,minife,fiesta,2,384.0,298.64285714285717,10.265535714285715,39.83214285714286,637048,67200,40726202806.0,170600000000.0
212,1,beatnik,lammps,1,370.60714285714283,272.0,81.78214285714284,3.511428571428571,375894,44688,1305996005380.0,72722088150.0
213,1,minife,fiesta,3,384.0,305.35714285714283,10.772857142857143,38.86535714285714,637048,67200,40726202806.0,170600000000.0
214,1,beatnik,tricount,0,372.0,281.0,84.15892857142858,50.25714285714285,375894,243320,1305996005380.0,2510000237640.0
215,8,tricount,quicksilver,0,381.0,300.0,207.953125,138.46080357142856,7120960,762710,10200000956600.0,160110400.0
